,narrative,drafting
4195,researching memorandum re: motion to strike,0
4196,briefing affidavit re: enforcing foreign judgment,1
4197,preparing affidavit re: enforcing foreign judgment,0
4198,briefing book of authority re: enforcing foreign judgment,1
4199,attending to analysis re: injunction,0
4200,analyzing affidavit re: disqualifying expert,0
4201,considering affidavit re: summary judgment,0
4202,discussing motion record re: disqualifying expert,0
4203,analyzing order re: enforcing foreign judgment,0
4204,considering analysis re: refusals,0
4205,discussing factum re: enforcing foreign judgment,0
4206,reviewing order re: summary judgment,0
4207,preparing motion record re: injunction,0
4208,addressing notice of motion re: disqualifying expert,0
4209,analyzing memorandum re: refusals,0
4210,editing affidavit re: disqualifying expert,1
4211,discussing compendium re: enforcing foreign judgment,0
4212,proofing notice of motion re: disqualifying expert,0
4213,revising memo re: disqualifying expert,1
4214,editing motion record re: summary judgment,1
4215,briefing factum re: summary judgment,1
4216,revising order re: disqualifying expert,1
4217,drafting order re: motion to strike,1
4218,finalizing memorandum re: enforcing foreign judgment,0
4219,writing order re: refusals,1
4220,researching memo re: refusals,0
4221,writing notice of motion re: refusals,1
4222,editing memorandum re: disqualifying expert,1
4223,considering affidavit re: injunction,0
4224,addressing factum re: disqualifying expert,0
4225,briefing factum re: injunction,1
4226,revising factum re: disqualifying expert,1
4227,preparing motion record re: enforcing foreign judgment,0
4228,considering notice of motion re: motion to strike,0
4229,editing memo re: motion to strike,1
4230,reviewing memo re: disqualifying expert,0
4231,drafting order re: disqualifying expert,1
4232,proofing book of authority re: enforcing foreign judgment,0
4233,attending to analysis re: injunction,0
4234,addressing analysis re: disqualifying expert,0
4235,researching affidavit re: refusals,0
4236,preparing affidavit re: summary judgment,0
4237,revising motion record re: injunction,1
4238,reviewing affidavit re: summary judgment,0
4239,attending to memo re: motion to strike,0
4240,researching order re: summary judgment,0
4241,addressing book of authority re: refusals,0
4242,proofing compendium re: refusals,0
4243,attending to memorandum re: injunction,0
4244,drafting notice of motion re: enforcing foreign judgment,1
4245,proofing book of authority re: disqualifying expert,0
4246,finalizing factum re: refusals,0
4247,discussing notice of motion re: motion to strike,0
4248,finalizing analysis re: motion to strike,0
4249,discussing motion record re: enforcing foreign judgment,0
4250,considering order re: refusals,0
4251,revising factum re: refusals,1
4252,preparing affidavit re: disqualifying expert,0
4253,researching motion record re: disqualifying expert,0
4254,briefing motion record re: motion to strike,1
4255,writing memo re: motion to strike,1
4256,briefing book of authority re: injunction,1
4257,briefing compendium re: enforcing foreign judgment,1
4258,considering analysis re: injunction,0
4259,researching memorandum re: injunction,0
4260,revising factum re: enforcing foreign judgment,1
4261,writing factum re: summary judgment,1
4262,revising compendium re: motion to strike,1
4263,researching notice of motion re: injunction,0
4264,writing memorandum re: disqualifying expert,1
4265,attending to affidavit re: enforcing foreign judgment,0
4266,drafting compendium re: enforcing foreign judgment,1
4267,briefing factum re: motion to strike,1
4268,proofing analysis re: summary judgment,0
4269,proofing motion record re: refusals,0
4270,briefing book of authority re: disqualifying expert,1
4271,reviewing compendium re: injunction,0
4272,revising affidavit re: disqualifying expert,1
4273,finalizing affidavit re: disqualifying expert,0
4274,briefing compendium re: disqualifying expert,1
4275,addressing affidavit re: motion to strike,0
4276,proofing compendium re: summary judgment,0
4277,editing order re: motion to strike,1
4278,editing affidavit re: injunction,1
4279,attending to notice of motion re: injunction,0
4280,considering order re: enforcing foreign judgment,0
4281,briefing analysis re: refusals,1
4282,editing memorandum re: motion to strike,1
4283,considering notice of motion re: summary judgment,0
4284,reviewing notice of motion re: refusals,0
4285,finalizing book of authority re: summary judgment,0
4286,writing memorandum re: enforcing foreign judgment,1
4287,drafting memorandum re: motion to strike,1
4288,considering compendium re: disqualifying expert,0
4289,editing order re: motion to strike,1
4290,attending to book of authority re: disqualifying expert,0
4291,drafting motion record re: refusals,1
4292,researching compendium re: injunction,0
4293,revising factum re: disqualifying expert,1
4294,preparing compendium re: summary judgment,0
4295,editing memo re: summary judgment,1
4296,considering analysis re: disqualifying expert,0
4297,proofing book of authority re: enforcing foreign judgment,0
4298,drafting compendium re: enforcing foreign judgment,1
4299,briefing compendium re: injunction,1
4300,addressing compendium re: enforcing foreign judgment,0
4301,attending to notice of motion re: motion to strike,0
4302,researching order re: summary judgment,0
4303,analyzing factum re: disqualifying expert,0
4304,researching memorandum re: summary judgment,0
4305,researching compendium re: disqualifying expert,0
4306,briefing compendium re: motion to strike,1
4307,finalizing notice of motion re: summary judgment,0
4308,addressing affidavit re: refusals,0
4309,briefing factum re: disqualifying expert,1
4310,finalizing factum re: disqualifying expert,0
4311,addressing affidavit re: summary judgment,0
4312,briefing compendium re: disqualifying expert,1
4313,considering book of authority re: motion to strike,0
4314,drafting compendium re: enforcing foreign judgment,1
4315,revising compendium re: motion to strike,1
4316,finalizing notice of motion re: refusals,0
4317,preparing affidavit re: enforcing foreign judgment,0
4318,finalizing motion record re: motion to strike,0
4319,writing memo re: summary judgment,1
4320,analyzing analysis re: disqualifying expert,0
4321,preparing compendium re: disqualifying expert,0
4322,analyzing affidavit re: disqualifying expert,0
4323,considering affidavit re: motion to strike,0
4324,considering memorandum re: injunction,0
4325,writing book of authority re: injunction,1
4326,revising memorandum re: refusals,1
4327,proofing notice of motion re: refusals,0
4328,considering motion record re: disqualifying expert,0
4329,discussing affidavit re: refusals,0
4330,preparing order re: refusals,0
4331,writing factum re: summary judgment,1
4332,analyzing notice of motion re: summary judgment,0
4333,finalizing order re: refusals,0
4334,writing analysis re: summary judgment,1
4335,proofing notice of motion re: summary judgment,0
4336,editing memo re: disqualifying expert,1
4337,writing affidavit re: enforcing foreign judgment,1
4338,preparing book of authority re: injunction,0
4339,proofing compendium re: refusals,0
4340,analyzing order re: summary judgment,0
4341,attending to affidavit re: enforcing foreign judgment,0
4342,editing notice of motion re: disqualifying expert,1
4343,considering affidavit re: motion to strike,0
4344,proofing factum re: motion to strike,0
4345,researching analysis re: summary judgment,0
4346,analyzing motion record re: refusals,0
4347,finalizing memorandum re: refusals,0
4348,proofing motion record re: motion to strike,0
4349,considering affidavit re: enforcing foreign judgment,0
4350,attending to book of authority re: summary judgment,0
4351,discussing motion record re: refusals,0
4352,preparing memorandum re: motion to strike,0
4353,researching book of authority re: injunction,0
4354,analyzing notice of motion re: enforcing foreign judgment,0
4355,addressing order re: injunction,0
4356,attending to analysis re: refusals,0
4357,analyzing memorandum re: summary judgment,0
4358,addressing order re: enforcing foreign judgment,0
4359,analyzing analysis re: disqualifying expert,0
4360,researching memo re: motion to strike,0
4361,writing notice of motion re: disqualifying expert,1
4362,proofing order re: summary judgment,0
4363,editing book of authority re: motion to strike,1
4364,addressing affidavit re: injunction,0
4365,attending to factum re: enforcing foreign judgment,0
4366,researching order re: motion to strike,0
4367,researching compendium re: refusals,0
4368,drafting memorandum re: injunction,1
4369,proofing order re: injunction,0
4370,briefing notice of motion re: motion to strike,1
4371,considering memo re: summary judgment,0
4372,finalizing motion record re: motion to strike,0
4373,preparing memorandum re: refusals,0
4374,discussing order re: motion to strike,0
4375,finalizing order re: motion to strike,0
4376,briefing analysis re: injunction,1
4377,attending to memorandum re: disqualifying expert,0
4378,considering factum re: disqualifying expert,0
4379,researching memo re: enforcing foreign judgment,0
4380,drafting order re: injunction,1
4381,researching motion record re: injunction,0
4382,writing book of authority re: motion to strike,1
4383,drafting factum re: refusals,1
4384,proofing memorandum re: motion to strike,0
4385,preparing motion record re: summary judgment,0
4386,drafting affidavit re: summary judgment,1
4387,addressing notice of motion re: enforcing foreign judgment,0
4388,drafting memo re: injunction,1
4389,briefing book of authority re: enforcing foreign judgment,1
4390,analyzing affidavit re: disqualifying expert,0
4391,attending to memorandum re: refusals,0
4392,briefing motion record re: injunction,1
4393,analyzing notice of motion re: refusals,0
4394,considering motion record re: disqualifying expert,0
4395,researching motion record re: summary judgment,0
4396,analyzing order re: motion to strike,0
4397,briefing analysis re: summary judgment,1
4398,drafting order re: injunction,1
4399,preparing memorandum re: refusals,0
4400,preparing order re: motion to strike,0
4401,researching memo re: motion to strike,0
4402,editing compendium re: motion to strike,1
4403,reviewing motion record re: summary judgment,0
4404,addressing motion record re: disqualifying expert,0
4405,analyzing compendium re: disqualifying expert,0
4406,preparing memo re: refusals,0
4407,editing order re: refusals,1
4408,drafting factum re: enforcing foreign judgment,1
4409,finalizing memo re: summary judgment,0
4410,discussing motion record re: summary judgment,0
4411,writing memorandum re: enforcing foreign judgment,1
4412,analyzing affidavit re: injunction,0
4413,proofing motion record re: refusals,0
4414,analyzing memorandum re: injunction,0
4415,revising memorandum re: injunction,1
4416,preparing affidavit re: refusals,0
4417,editing memorandum re: injunction,1
4418,revising notice of motion re: summary judgment,1
4419,discussing motion record re: disqualifying expert,0
4420,editing book of authority re: refusals,1
4421,revising order re: motion to strike,1
4422,drafting book of authority re: motion to strike,1
4423,briefing memorandum re: summary judgment,1
4424,researching memo re: refusals,0
4425,considering memorandum re: enforcing foreign judgment,0
4426,writing compendium re: summary judgment,1
4427,reviewing memo re: summary judgment,0
4428,addressing memo re: refusals,0
4429,discussing order re: summary judgment,0
4430,drafting compendium re: injunction,1
4431,revising factum re: disqualifying expert,1
4432,drafting book of authority re: enforcing foreign judgment,1
4433,editing order re: refusals,1
4434,revising memorandum re: injunction,1
4435,briefing affidavit re: disqualifying expert,1
4436,reviewing affidavit re: motion to strike,0
4437,proofing memo re: summary judgment,0
4438,reviewing affidavit re: enforcing foreign judgment,0
4439,briefing affidavit re: summary judgment,1
4440,analyzing affidavit re: injunction,0
4441,proofing notice of motion re: motion to strike,0
4442,preparing memorandum re: summary judgment,0
4443,researching memo re: summary judgment,0
4444,preparing compendium re: summary judgment,0
4445,drafting affidavit re: enforcing foreign judgment,1
4446,drafting book of authority re: injunction,1
4447,preparing analysis re: injunction,0
4448,analyzing compendium re: refusals,0
4449,revising order re: motion to strike,1
4450,addressing memorandum re: motion to strike,0
4451,drafting memorandum re: summary judgment,1
4452,researching factum re: enforcing foreign judgment,0
4453,editing motion record re: disqualifying expert,1
4454,writing analysis re: disqualifying expert,1
4455,addressing memorandum re: summary judgment,0
4456,preparing analysis re: disqualifying expert,0
4457,analyzing analysis re: summary judgment,0
4458,analyzing motion record re: summary judgment,0
4459,reviewing memorandum re: refusals,0
4460,addressing memo re: enforcing foreign judgment,0
4461,writing order re: refusals,1
4462,reviewing notice of motion re: injunction,0
4463,addressing book of authority re: injunction,0
4464,editing factum re: enforcing foreign judgment,1
4465,editing notice of motion re: enforcing foreign judgment,1
4466,researching memo re: enforcing foreign judgment,0
4467,editing motion record re: injunction,1
4468,reviewing factum re: summary judgment,0
4469,researching analysis re: refusals,0
4470,analyzing affidavit re: summary judgment,0
4471,discussing order re: injunction,0
4472,researching notice of motion re: summary judgment,0
4473,reviewing affidavit re: disqualifying expert,0
4474,researching notice of motion re: motion to strike,0
4475,addressing book of authority re: injunction,0
4476,discussing book of authority re: disqualifying expert,0
4477,reviewing compendium re: refusals,0
4478,addressing affidavit re: injunction,0
4479,researching order re: refusals,0
4480,drafting order re: summary judgment,1
4481,briefing compendium re: refusals,1
4482,addressing analysis re: motion to strike,0
4483,preparing analysis re: refusals,0
4484,considering affidavit re: refusals,0
4485,considering affidavit re: injunction,0
4486,finalizing affidavit re: motion to strike,0
4487,drafting memorandum re: enforcing foreign judgment,1
4488,finalizing memorandum re: refusals,0
4489,revising factum re: disqualifying expert,1
4490,drafting book of authority re: injunction,1
4491,editing compendium re: summary judgment,1
4492,addressing motion record re: injunction,0
4493,finalizing memorandum re: motion to strike,0
4494,analyzing memo re: motion to strike,0
4495,drafting affidavit re: summary judgment,1
4496,researching motion record re: summary judgment,0
4497,drafting factum re: disqualifying expert,1
4498,writing memo re: summary judgment,1
4499,revising notice of motion re: refusals,1
4500,finalizing affidavit re: motion to strike,0
4501,revising affidavit re: enforcing foreign judgment,1
4502,editing memo re: disqualifying expert,1
4503,reviewing compendium re: disqualifying expert,0
4504,reviewing order re: summary judgment,0
4505,finalizing compendium re: summary judgment,0
4506,researching compendium re: summary judgment,0
4507,researching notice of motion re: disqualifying expert,0
4508,reviewing memo re: summary judgment,0
4509,discussing motion record re: enforcing foreign judgment,0
4510,researching notice of motion re: summary judgment,0
4511,attending to order re: refusals,0
4512,briefing memo re: motion to strike,1
4513,preparing order re: enforcing foreign judgment,0
4514,preparing memorandum re: motion to strike,0
4515,writing notice of motion re: motion to strike,1
4516,analyzing notice of motion re: disqualifying expert,0
4517,briefing compendium re: enforcing foreign judgment,1
4518,revising order re: enforcing foreign judgment,1
4519,analyzing compendium re: disqualifying expert,0
4520,reviewing affidavit re: summary judgment,0
4521,reviewing motion record re: summary judgment,0
4522,considering factum re: motion to strike,0
4523,proofing affidavit re: enforcing foreign judgment,0
4524,researching motion record re: refusals,0
4525,analyzing order re: enforcing foreign judgment,0
4526,editing memorandum re: enforcing foreign judgment,1
4527,writing analysis re: enforcing foreign judgment,1
4528,editing analysis re: refusals,1
4529,researching notice of motion re: disqualifying expert,0
4530,discussing book of authority re: summary judgment,0
4531,proofing compendium re: summary judgment,0
4532,reviewing order re: summary judgment,0
4533,writing memorandum re: injunction,1
4534,briefing notice of motion re: enforcing foreign judgment,1
4535,finalizing motion record re: injunction,0
4536,editing memorandum re: summary judgment,1
4537,revising affidavit re: injunction,1
4538,editing affidavit re: injunction,1
4539,attending to book of authority re: motion to strike,0
4540,editing analysis re: injunction,1
4541,addressing factum re: enforcing foreign judgment,0
4542,addressing order re: summary judgment,0
4543,proofing compendium re: enforcing foreign judgment,0
4544,considering memo re: summary judgment,0
4545,editing affidavit re: refusals,1
4546,proofing analysis re: enforcing foreign judgment,0
4547,revising analysis re: disqualifying expert,1
4548,writing factum re: motion to strike,1
4549,attending to affidavit re: disqualifying expert,0
4550,revising notice of motion re: enforcing foreign judgment,1
4551,researching order re: motion to strike,0
4552,discussing order re: enforcing foreign judgment,0
4553,proofing memo re: refusals,0
4554,attending to analysis re: motion to strike,0
4555,considering memo re: disqualifying expert,0
4556,discussing book of authority re: motion to strike,0
4557,drafting memo re: enforcing foreign judgment,1
4558,preparing factum re: enforcing foreign judgment,0
4559,revising compendium re: enforcing foreign judgment,1
4560,attending to book of authority re: disqualifying expert,0
4561,drafting affidavit re: injunction,1
4562,revising analysis re: disqualifying expert,1
4563,editing motion record re: motion to strike,1
4564,proofing memo re: disqualifying expert,0
4565,analyzing motion record re: summary judgment,0
4566,discussing compendium re: summary judgment,0
4567,researching motion record re: injunction,0
4568,addressing compendium re: refusals,0
4569,discussing book of authority re: enforcing foreign judgment,0
4570,writing factum re: motion to strike,1
4571,analyzing book of authority re: disqualifying expert,0
4572,addressing notice of motion re: injunction,0
4573,finalizing factum re: summary judgment,0
4574,considering affidavit re: refusals,0
4575,finalizing memorandum re: refusals,0
4576,researching analysis re: summary judgment,0
4577,considering memorandum re: enforcing foreign judgment,0
4578,analyzing order re: disqualifying expert,0
4579,preparing compendium re: refusals,0
4580,attending to book of authority re: disqualifying expert,0
4581,writing order re: enforcing foreign judgment,1
4582,attending to order re: injunction,0
4583,drafting memorandum re: injunction,1
4584,reviewing memo re: injunction,0
4585,reviewing factum re: summary judgment,0
4586,proofing factum re: summary judgment,0
4587,editing affidavit re: injunction,1
4588,analyzing compendium re: enforcing foreign judgment,0
4589,addressing analysis re: enforcing foreign judgment,0
4590,discussing order re: enforcing foreign judgment,0
4591,considering memo re: summary judgment,0
4592,attending to factum re: enforcing foreign judgment,0
4593,revising notice of motion re: refusals,1
4594,proofing memorandum re: motion to strike,0
4595,researching motion record re: motion to strike,0
4596,drafting notice of motion re: enforcing foreign judgment,1
4597,briefing affidavit re: injunction,1
4598,researching factum re: summary judgment,0
4599,attending to notice of motion re: disqualifying expert,0
4600,writing order re: disqualifying expert,1
4601,reviewing order re: motion to strike,0
4602,discussing analysis re: injunction,0
4603,analyzing analysis re: refusals,0
4604,proofing affidavit re: motion to strike,0
4605,writing compendium re: enforcing foreign judgment,1
4606,attending to affidavit re: refusals,0
4607,addressing book of authority re: enforcing foreign judgment,0
4608,discussing factum re: injunction,0
4609,researching affidavit re: disqualifying expert,0
4610,analyzing analysis re: enforcing foreign judgment,0
4611,proofing book of authority re: injunction,0
4612,proofing book of authority re: enforcing foreign judgment,0
4613,proofing motion record re: disqualifying expert,0
4614,drafting factum re: disqualifying expert,1
4615,editing compendium re: motion to strike,1
4616,finalizing analysis re: injunction,0
4617,preparing motion record re: summary judgment,0
4618,preparing memo re: enforcing foreign judgment,0
4619,proofing memo re: enforcing foreign judgment,0
4620,addressing book of authority re: refusals,0
4621,briefing affidavit re: motion to strike,1
4622,attending to analysis re: refusals,0
4623,addressing notice of motion re: motion to strike,0
4624,considering compendium re: enforcing foreign judgment,0
4625,drafting memorandum re: summary judgment,1
4626,proofing notice of motion re: disqualifying expert,0
4627,attending to memorandum re: injunction,0
4628,revising notice of motion re: disqualifying expert,1
4629,reviewing notice of motion re: motion to strike,0
4630,addressing memo re: disqualifying expert,0
4631,briefing factum re: enforcing foreign judgment,1
4632,analyzing notice of motion re: disqualifying expert,0
4633,proofing affidavit re: enforcing foreign judgment,0
4634,analyzing compendium re: refusals,0
4635,reviewing memorandum re: disqualifying expert,0
4636,drafting analysis re: motion to strike,1
4637,proofing analysis re: injunction,0
4638,addressing analysis re: motion to strike,0
4639,proofing factum re: summary judgment,0
4640,drafting motion record re: motion to strike,1
4641,addressing order re: refusals,0
4642,briefing notice of motion re: enforcing foreign judgment,1
4643,preparing compendium re: disqualifying expert,0
4644,writing motion record re: motion to strike,1
4645,discussing factum re: enforcing foreign judgment,0
4646,finalizing order re: disqualifying expert,0
4647,considering book of authority re: enforcing foreign judgment,0
4648,drafting memorandum re: motion to strike,1
4649,attending to analysis re: enforcing foreign judgment,0
4650,proofing notice of motion re: motion to strike,0
4651,revising motion record re: injunction,1
4652,revising order re: disqualifying expert,1
4653,proofing notice of motion re: injunction,0
4654,editing order re: refusals,1
4655,revising analysis re: motion to strike,1
4656,revising order re: injunction,1
4657,attending to compendium re: enforcing foreign judgment,0
4658,finalizing compendium re: motion to strike,0
4659,briefing memorandum re: enforcing foreign judgment,1
4660,briefing memorandum re: injunction,1
4661,considering memorandum re: summary judgment,0
4662,addressing analysis re: disqualifying expert,0
4663,proofing book of authority re: enforcing foreign judgment,0
4664,discussing analysis re: enforcing foreign judgment,0
4665,attending to memo re: motion to strike,0
4666,researching analysis re: summary judgment,0
4667,writing memorandum re: disqualifying expert,1
4668,researching analysis re: enforcing foreign judgment,0
4669,attending to book of authority re: refusals,0
4670,discussing memorandum re: disqualifying expert,0
4671,writing memo re: injunction,1
4672,finalizing memorandum re: motion to strike,0
4673,drafting notice of motion re: injunction,1
4674,attending to affidavit re: summary judgment,0
4675,drafting notice of motion re: enforcing foreign judgment,1
4676,discussing memo re: disqualifying expert,0
4677,reviewing order re: motion to strike,0
4678,preparing memorandum re: injunction,0
4679,editing factum re: injunction,1
4680,discussing memorandum re: refusals,0
4681,discussing affidavit re: refusals,0
4682,drafting memo re: motion to strike,1
4683,writing affidavit re: summary judgment,1
4684,drafting memo re: summary judgment,1
4685,writing memorandum re: summary judgment,1
4686,addressing analysis re: enforcing foreign judgment,0
4687,reviewing compendium re: refusals,0
4688,discussing book of authority re: refusals,0
4689,revising analysis re: refusals,1
4690,editing motion record re: summary judgment,1
4691,drafting order re: refusals,1
4692,briefing memorandum re: injunction,1
4693,editing order re: injunction,1
4694,attending to order re: motion to strike,0
4695,addressing motion record re: enforcing foreign judgment,0
4696,finalizing motion record re: disqualifying expert,0
4697,finalizing compendium re: disqualifying expert,0
4698,preparing memorandum re: motion to strike,0
4699,briefing analysis re: injunction,1
4700,finalizing compendium re: injunction,0
4701,reviewing order re: motion to strike,0
4702,preparing affidavit re: injunction,0
4703,reviewing compendium re: summary judgment,0
4704,briefing book of authority re: motion to strike,1
4705,researching order re: disqualifying expert,0
4706,addressing compendium re: enforcing foreign judgment,0
4707,finalizing motion record re: enforcing foreign judgment,0
4708,reviewing affidavit re: refusals,0
4709,proofing factum re: summary judgment,0
4710,proofing book of authority re: refusals,0
4711,considering affidavit re: motion to strike,0
4712,writing memorandum re: enforcing foreign judgment,1
4713,discussing factum re: disqualifying expert,0
4714,reviewing book of authority re: refusals,0
4715,analyzing compendium re: motion to strike,0
4716,considering affidavit re: injunction,0
4717,reviewing compendium re: enforcing foreign judgment,0
4718,briefing memo re: summary judgment,1
4719,reviewing factum re: motion to strike,0
4720,analyzing memorandum re: summary judgment,0
4721,finalizing memo re: refusals,0
4722,briefing compendium re: disqualifying expert,1
4723,attending to factum re: enforcing foreign judgment,0
4724,addressing order re: refusals,0
4725,attending to affidavit re: motion to strike,0
4726,drafting notice of motion re: summary judgment,1
4727,attending to motion record re: summary judgment,0
4728,finalizing memo re: refusals,0
4729,revising compendium re: injunction,1
4730,researching order re: disqualifying expert,0
4731,revising order re: injunction,1
4732,editing notice of motion re: disqualifying expert,1
4733,researching motion record re: motion to strike,0
4734,researching memorandum re: refusals,0
4735,attending to order re: summary judgment,0
4736,discussing order re: disqualifying expert,0
4737,researching analysis re: motion to strike,0
4738,revising order re: refusals,1
4739,proofing factum re: summary judgment,0
4740,considering book of authority re: enforcing foreign judgment,0
4741,briefing notice of motion re: enforcing foreign judgment,1
4742,analyzing book of authority re: disqualifying expert,0
4743,preparing notice of motion re: disqualifying expert,0
4744,revising motion record re: summary judgment,1
4745,drafting affidavit re: injunction,1
4746,revising memo re: enforcing foreign judgment,1
4747,writing motion record re: injunction,1
4748,analyzing factum re: enforcing foreign judgment,0
4749,writing analysis re: motion to strike,1
4750,discussing factum re: motion to strike,0
4751,briefing notice of motion re: refusals,1
4752,preparing motion record re: disqualifying expert,0
4753,researching motion record re: refusals,0
4754,reviewing affidavit re: summary judgment,0
4755,discussing book of authority re: injunction,0
4756,discussing affidavit re: summary judgment,0
4757,considering book of authority re: refusals,0
4758,attending to analysis re: disqualifying expert,0
4759,discussing factum re: motion to strike,0
4760,analyzing compendium re: disqualifying expert,0
4761,revising book of authority re: refusals,1
4762,attending to memo re: refusals,0
4763,attending to book of authority re: enforcing foreign judgment,0
4764,proofing factum re: summary judgment,0
4765,considering book of authority re: disqualifying expert,0
4766,revising motion record re: enforcing foreign judgment,1
4767,preparing book of authority re: summary judgment,0
4768,researching analysis re: disqualifying expert,0
4769,attending to motion record re: summary judgment,0
4770,editing memo re: enforcing foreign judgment,1
4771,discussing motion record re: refusals,0
4772,briefing analysis re: summary judgment,1
4773,revising notice of motion re: refusals,1
4774,editing memo re: summary judgment,1
4775,researching memorandum re: disqualifying expert,0
4776,addressing notice of motion re: injunction,0
4777,attending to analysis re: enforcing foreign judgment,0
4778,researching order re: refusals,0
4779,finalizing book of authority re: refusals,0
4780,reviewing memorandum re: enforcing foreign judgment,0
4781,briefing book of authority re: disqualifying expert,1
4782,addressing book of authority re: motion to strike,0
4783,attending to affidavit re: refusals,0
4784,revising book of authority re: enforcing foreign judgment,1
4785,researching notice of motion re: motion to strike,0
4786,editing motion record re: disqualifying expert,1
4787,researching memo re: motion to strike,0
4788,writing factum re: disqualifying expert,1
4789,analyzing memo re: injunction,0
4790,drafting memorandum re: injunction,1
4791,discussing order re: refusals,0
4792,analyzing affidavit re: refusals,0
4793,discussing motion record re: refusals,0
4794,preparing memorandum re: enforcing foreign judgment,0
4795,revising memo re: summary judgment,1
4796,addressing affidavit re: motion to strike,0
4797,revising factum re: injunction,1
4798,proofing factum re: injunction,0
4799,editing order re: disqualifying expert,1
4800,preparing motion record re: refusals,0
4801,researching affidavit re: refusals,0
4802,reviewing order re: motion to strike,0
4803,researching factum re: motion to strike,0
4804,reviewing memo re: refusals,0
4805,addressing notice of motion re: refusals,0
4806,reviewing analysis re: enforcing foreign judgment,0
4807,attending to affidavit re: enforcing foreign judgment,0
4808,editing analysis re: injunction,1
4809,preparing notice of motion re: enforcing foreign judgment,0
4810,preparing order re: disqualifying expert,0
4811,researching memorandum re: injunction,0
4812,researching compendium re: injunction,0
4813,editing notice of motion re: summary judgment,1
4814,addressing order re: summary judgment,0
4815,analyzing compendium re: enforcing foreign judgment,0
4816,briefing analysis re: disqualifying expert,1
4817,proofing compendium re: refusals,0
4818,addressing notice of motion re: motion to strike,0
4819,attending to memo re: summary judgment,0
4820,researching factum re: injunction,0
4821,analyzing motion record re: injunction,0
4822,attending to order re: summary judgment,0
4823,writing factum re: injunction,1
4824,discussing analysis re: summary judgment,0
4825,reviewing order re: enforcing foreign judgment,0
4826,drafting notice of motion re: motion to strike,1
4827,attending to analysis re: motion to strike,0
4828,proofing order re: motion to strike,0
4829,preparing memorandum re: motion to strike,0
4830,analyzing notice of motion re: summary judgment,0
4831,researching compendium re: disqualifying expert,0
4832,reviewing compendium re: summary judgment,0
4833,proofing book of authority re: refusals,0
4834,researching book of authority re: injunction,0
4835,editing memo re: enforcing foreign judgment,1
4836,finalizing memorandum re: enforcing foreign judgment,0
4837,briefing motion record re: injunction,1
4838,revising factum re: disqualifying expert,1
4839,proofing book of authority re: refusals,0
4840,researching analysis re: disqualifying expert,0
4841,addressing memo re: enforcing foreign judgment,0
4842,drafting memo re: motion to strike,1
4843,reviewing compendium re: disqualifying expert,0
4844,analyzing affidavit re: injunction,0
4845,researching order re: injunction,0
4846,proofing analysis re: refusals,0
4847,drafting memo re: summary judgment,1
4848,briefing motion record re: injunction,1
4849,reviewing book of authority re: enforcing foreign judgment,0
4850,preparing order re: summary judgment,0
4851,attending to motion record re: disqualifying expert,0
4852,discussing analysis re: enforcing foreign judgment,0
4853,editing memo re: motion to strike,1
4854,writing memo re: motion to strike,1
4855,addressing factum re: enforcing foreign judgment,0
4856,analyzing memorandum re: summary judgment,0
4857,researching order re: enforcing foreign judgment,0
4858,attending to notice of motion re: injunction,0
4859,proofing motion record re: motion to strike,0
4860,considering order re: enforcing foreign judgment,0
4861,preparing memorandum re: summary judgment,0
4862,addressing memo re: enforcing foreign judgment,0
4863,drafting memo re: enforcing foreign judgment,1
4864,drafting book of authority re: motion to strike,1
4865,analyzing book of authority re: injunction,0
4866,reviewing motion record re: disqualifying expert,0
4867,preparing book of authority re: injunction,0
4868,revising affidavit re: refusals,1
4869,discussing factum re: injunction,0
4870,attending to analysis re: enforcing foreign judgment,0
4871,briefing analysis re: summary judgment,1
4872,revising motion record re: disqualifying expert,1
4873,drafting affidavit re: injunction,1
4874,drafting compendium re: disqualifying expert,1
4875,writing memorandum re: motion to strike,1
4876,drafting memo re: refusals,1
4877,researching notice of motion re: injunction,0
4878,preparing compendium re: motion to strike,0
4879,drafting memorandum re: refusals,1
4880,attending to book of authority re: enforcing foreign judgment,0
4881,reviewing motion record re: enforcing foreign judgment,0
4882,discussing compendium re: motion to strike,0
4883,researching memo re: summary judgment,0
4884,attending to motion record re: enforcing foreign judgment,0
4885,analyzing notice of motion re: summary judgment,0
4886,attending to compendium re: disqualifying expert,0
4887,preparing order re: motion to strike,0
4888,reviewing affidavit re: enforcing foreign judgment,0
4889,analyzing affidavit re: enforcing foreign judgment,0
4890,drafting notice of motion re: motion to strike,1
4891,researching analysis re: summary judgment,0
4892,drafting analysis re: motion to strike,1
4893,briefing memo re: summary judgment,1
4894,considering memo re: motion to strike,0
4895,reviewing memorandum re: summary judgment,0
4896,preparing notice of motion re: motion to strike,0
4897,writing memo re: refusals,1
4898,researching memorandum re: motion to strike,0
4899,researching compendium re: refusals,0
4900,finalizing notice of motion re: disqualifying expert,0
4901,considering analysis re: summary judgment,0
4902,editing book of authority re: enforcing foreign judgment,1
4903,discussing memorandum re: disqualifying expert,0
4904,attending to affidavit re: motion to strike,0
4905,considering order re: summary judgment,0
4906,drafting memo re: enforcing foreign judgment,1
4907,reviewing factum re: disqualifying expert,0
4908,revising memorandum re: disqualifying expert,1
