,narrative,drafting
5467,attending to factum re: injunction,0
5468,reviewing factum re: disqualifying expert,0
5469,reviewing compendium re: injunction,0
5470,proofing memorandum re: refusals,0
5471,revising memorandum re: disqualifying expert,1
5472,reviewing memorandum re: disqualifying expert,0
5473,preparing notice of motion re: summary judgment,0
5474,proofing memorandum re: enforcing foreign judgment,0
5475,writing analysis re: injunction,1
5476,briefing notice of motion re: injunction,1
5477,finalizing memorandum re: disqualifying expert,0
5478,finalizing book of authority re: disqualifying expert,0
5479,writing order re: refusals,1
5480,revising affidavit re: refusals,1
5481,finalizing memorandum re: disqualifying expert,0
5482,editing compendium re: refusals,1
5483,analyzing memo re: disqualifying expert,0
5484,attending to motion record re: injunction,0
5485,drafting notice of motion re: injunction,1
5486,revising order re: summary judgment,1
5487,briefing order re: injunction,1
5488,reviewing analysis re: summary judgment,0
5489,proofing book of authority re: refusals,0
5490,reviewing analysis re: disqualifying expert,0
5491,proofing motion record re: motion to strike,0
5492,finalizing factum re: refusals,0
5493,writing order re: refusals,1
5494,revising affidavit re: enforcing foreign judgment,1
5495,researching affidavit re: motion to strike,0
5496,proofing memorandum re: enforcing foreign judgment,0
5497,editing order re: disqualifying expert,1
5498,drafting memo re: disqualifying expert,1
5499,attending to order re: summary judgment,0
5500,writing order re: injunction,1
5501,revising notice of motion re: injunction,1
5502,writing book of authority re: injunction,1
5503,analyzing memorandum re: injunction,0
5504,attending to order re: summary judgment,0
5505,analyzing notice of motion re: summary judgment,0
5506,attending to compendium re: disqualifying expert,0
5507,reviewing analysis re: refusals,0
5508,revising factum re: injunction,1
5509,researching memorandum re: summary judgment,0
5510,revising order re: refusals,1
5511,attending to book of authority re: refusals,0
5512,researching order re: summary judgment,0
5513,revising analysis re: disqualifying expert,1
5514,writing memo re: summary judgment,1
5515,preparing factum re: enforcing foreign judgment,0
5516,writing notice of motion re: refusals,1
5517,drafting book of authority re: summary judgment,1
5518,attending to factum re: disqualifying expert,0
5519,proofing analysis re: summary judgment,0
5520,revising order re: summary judgment,1
5521,briefing factum re: summary judgment,1
5522,writing memo re: injunction,1
5523,revising memorandum re: refusals,1
5524,researching memo re: disqualifying expert,0
5525,revising memorandum re: motion to strike,1
5526,editing factum re: refusals,1
5527,writing analysis re: disqualifying expert,1
5528,editing affidavit re: injunction,1
5529,researching notice of motion re: injunction,0
5530,attending to affidavit re: disqualifying expert,0
5531,revising motion record re: disqualifying expert,1
5532,editing analysis re: injunction,1
5533,analyzing motion record re: refusals,0
5534,attending to memorandum re: enforcing foreign judgment,0
5535,reviewing memo re: injunction,0
5536,preparing memorandum re: disqualifying expert,0
5537,writing affidavit re: summary judgment,1
5538,preparing compendium re: injunction,0
5539,drafting motion record re: injunction,1
5540,attending to memo re: summary judgment,0
5541,reviewing notice of motion re: motion to strike,0
5542,attending to motion record re: motion to strike,0
5543,proofing motion record re: motion to strike,0
5544,revising memo re: summary judgment,1
5545,editing order re: summary judgment,1
5546,preparing factum re: injunction,0
5547,writing factum re: injunction,1
5548,preparing order re: refusals,0
5549,briefing analysis re: summary judgment,1
5550,analyzing compendium re: refusals,0
5551,preparing memo re: refusals,0
5552,writing book of authority re: motion to strike,1
5553,finalizing memo re: refusals,0
5554,writing compendium re: enforcing foreign judgment,1
5555,finalizing memo re: injunction,0
5556,preparing memorandum re: summary judgment,0
5557,revising order re: summary judgment,1
5558,drafting memo re: enforcing foreign judgment,1
5559,researching notice of motion re: injunction,0
5560,reviewing notice of motion re: injunction,0
5561,writing memo re: summary judgment,1
5562,writing notice of motion re: summary judgment,1
5563,preparing book of authority re: motion to strike,0
5564,analyzing memo re: refusals,0
5565,editing memorandum re: enforcing foreign judgment,1
5566,finalizing book of authority re: motion to strike,0
5567,preparing factum re: summary judgment,0
5568,researching book of authority re: injunction,0
5569,proofing memorandum re: refusals,0
5570,preparing memorandum re: disqualifying expert,0
5571,briefing factum re: summary judgment,1
5572,drafting memo re: refusals,1
5573,researching order re: disqualifying expert,0
5574,proofing order re: motion to strike,0
5575,preparing affidavit re: motion to strike,0
5576,attending to order re: motion to strike,0
5577,reviewing affidavit re: refusals,0
5578,editing affidavit re: refusals,1
5579,briefing notice of motion re: injunction,1
5580,writing affidavit re: injunction,1
5581,preparing affidavit re: enforcing foreign judgment,0
5582,analyzing memorandum re: enforcing foreign judgment,0
5583,revising affidavit re: motion to strike,1
5584,researching motion record re: injunction,0
5585,analyzing memo re: injunction,0
5586,analyzing book of authority re: summary judgment,0
5587,finalizing memorandum re: motion to strike,0
5588,briefing order re: injunction,1
5589,reviewing motion record re: disqualifying expert,0
5590,analyzing motion record re: enforcing foreign judgment,0
5591,drafting order re: disqualifying expert,1
5592,finalizing affidavit re: motion to strike,0
5593,analyzing compendium re: refusals,0
5594,proofing affidavit re: motion to strike,0
5595,analyzing analysis re: disqualifying expert,0
5596,briefing memo re: motion to strike,1
5597,revising affidavit re: summary judgment,1
5598,finalizing order re: enforcing foreign judgment,0
5599,briefing memo re: injunction,1
5600,researching book of authority re: motion to strike,0
5601,analyzing book of authority re: motion to strike,0
5602,finalizing memo re: motion to strike,0
5603,attending to book of authority re: enforcing foreign judgment,0
5604,proofing memo re: refusals,0
5605,writing motion record re: motion to strike,1
5606,editing analysis re: refusals,1
5607,preparing affidavit re: motion to strike,0
5608,analyzing book of authority re: enforcing foreign judgment,0
5609,editing compendium re: motion to strike,1
5610,editing memorandum re: enforcing foreign judgment,1
5611,drafting notice of motion re: refusals,1
5612,writing factum re: motion to strike,1
5613,researching factum re: refusals,0
5614,proofing motion record re: refusals,0
5615,attending to book of authority re: enforcing foreign judgment,0
5616,attending to book of authority re: enforcing foreign judgment,0
5617,writing notice of motion re: disqualifying expert,1
5618,reviewing book of authority re: summary judgment,0
5619,revising compendium re: injunction,1
5620,editing book of authority re: enforcing foreign judgment,1
5621,writing notice of motion re: refusals,1
5622,analyzing order re: motion to strike,0
5623,researching memorandum re: disqualifying expert,0
5624,editing book of authority re: summary judgment,1
5625,drafting compendium re: summary judgment,1
5626,proofing memo re: injunction,0
5627,preparing factum re: summary judgment,0
5628,briefing compendium re: injunction,1
5629,proofing notice of motion re: refusals,0
5630,editing memorandum re: motion to strike,1
5631,writing memorandum re: enforcing foreign judgment,1
5632,revising affidavit re: motion to strike,1
5633,editing compendium re: disqualifying expert,1
5634,drafting compendium re: injunction,1
5635,proofing analysis re: motion to strike,0
5636,finalizing memo re: injunction,0
5637,analyzing order re: motion to strike,0
5638,proofing motion record re: motion to strike,0
5639,preparing motion record re: summary judgment,0
5640,revising analysis re: summary judgment,1
5641,proofing compendium re: summary judgment,0
5642,attending to memo re: motion to strike,0
5643,proofing order re: refusals,0
5644,revising memorandum re: injunction,1
5645,drafting compendium re: refusals,1
5646,editing memo re: summary judgment,1
5647,proofing notice of motion re: summary judgment,0
5648,editing analysis re: injunction,1
5649,drafting order re: disqualifying expert,1
5650,preparing factum re: refusals,0
5651,editing memo re: refusals,1
5652,revising order re: injunction,1
5653,attending to order re: refusals,0
5654,researching book of authority re: injunction,0
5655,finalizing motion record re: enforcing foreign judgment,0
5656,writing analysis re: motion to strike,1
5657,finalizing memo re: disqualifying expert,0
5658,editing motion record re: enforcing foreign judgment,1
5659,preparing notice of motion re: enforcing foreign judgment,0
5660,drafting motion record re: enforcing foreign judgment,1
5661,editing affidavit re: motion to strike,1
5662,writing notice of motion re: motion to strike,1
5663,attending to notice of motion re: enforcing foreign judgment,0
5664,researching order re: motion to strike,0
5665,researching memorandum re: injunction,0
5666,preparing compendium re: enforcing foreign judgment,0
5667,revising factum re: summary judgment,1
5668,proofing compendium re: injunction,0
5669,researching compendium re: disqualifying expert,0
5670,researching motion record re: injunction,0
5671,revising order re: summary judgment,1
5672,drafting compendium re: disqualifying expert,1
5673,analyzing order re: motion to strike,0
5674,researching factum re: enforcing foreign judgment,0
5675,analyzing analysis re: refusals,0
5676,finalizing affidavit re: motion to strike,0
5677,briefing analysis re: disqualifying expert,1
5678,researching affidavit re: disqualifying expert,0
5679,writing memorandum re: disqualifying expert,1
5680,revising analysis re: enforcing foreign judgment,1
5681,reviewing memorandum re: refusals,0
5682,analyzing factum re: disqualifying expert,0
5683,editing motion record re: enforcing foreign judgment,1
5684,preparing order re: enforcing foreign judgment,0
5685,attending to order re: motion to strike,0
5686,analyzing notice of motion re: refusals,0
5687,preparing affidavit re: summary judgment,0
5688,proofing compendium re: enforcing foreign judgment,0
5689,preparing factum re: summary judgment,0
5690,briefing compendium re: injunction,1
5691,proofing book of authority re: refusals,0
5692,revising factum re: motion to strike,1
5693,drafting factum re: injunction,1
5694,drafting affidavit re: refusals,1
5695,finalizing factum re: disqualifying expert,0
5696,analyzing book of authority re: summary judgment,0
5697,analyzing compendium re: injunction,0
5698,briefing memo re: summary judgment,1
5699,editing order re: injunction,1
5700,writing motion record re: injunction,1
5701,finalizing factum re: injunction,0
5702,researching motion record re: refusals,0
5703,attending to order re: refusals,0
5704,attending to memorandum re: summary judgment,0
5705,proofing memo re: refusals,0
5706,reviewing affidavit re: motion to strike,0
5707,preparing memorandum re: summary judgment,0
5708,preparing order re: enforcing foreign judgment,0
5709,attending to memo re: enforcing foreign judgment,0
5710,briefing notice of motion re: disqualifying expert,1
5711,preparing factum re: summary judgment,0
5712,researching memorandum re: motion to strike,0
5713,editing motion record re: injunction,1
5714,editing factum re: motion to strike,1
5715,drafting notice of motion re: enforcing foreign judgment,1
5716,writing book of authority re: disqualifying expert,1
5717,researching notice of motion re: enforcing foreign judgment,0
5718,writing book of authority re: refusals,1
5719,analyzing order re: motion to strike,0
5720,briefing book of authority re: enforcing foreign judgment,1
5721,writing order re: enforcing foreign judgment,1
5722,drafting compendium re: motion to strike,1
5723,researching memorandum re: summary judgment,0
5724,editing motion record re: disqualifying expert,1
5725,attending to memo re: motion to strike,0
5726,writing motion record re: enforcing foreign judgment,1
5727,briefing book of authority re: enforcing foreign judgment,1
5728,reviewing book of authority re: enforcing foreign judgment,0
5729,writing analysis re: disqualifying expert,1
5730,researching factum re: refusals,0
5731,writing order re: refusals,1
5732,proofing order re: summary judgment,0
5733,preparing factum re: injunction,0
5734,writing book of authority re: motion to strike,1
5735,reviewing analysis re: injunction,0
5736,briefing analysis re: injunction,1
5737,preparing book of authority re: motion to strike,0
5738,preparing factum re: disqualifying expert,0
5739,preparing memorandum re: refusals,0
5740,attending to affidavit re: disqualifying expert,0
5741,writing memo re: summary judgment,1
5742,drafting compendium re: injunction,1
5743,writing motion record re: refusals,1
5744,analyzing book of authority re: enforcing foreign judgment,0
5745,revising memorandum re: enforcing foreign judgment,1
5746,briefing motion record re: disqualifying expert,1
5747,editing affidavit re: motion to strike,1
5748,researching affidavit re: motion to strike,0
5749,analyzing notice of motion re: injunction,0
5750,preparing motion record re: injunction,0
5751,proofing order re: motion to strike,0
5752,preparing order re: enforcing foreign judgment,0
5753,analyzing book of authority re: summary judgment,0
5754,editing affidavit re: motion to strike,1
5755,finalizing notice of motion re: enforcing foreign judgment,0
5756,briefing factum re: motion to strike,1
5757,revising affidavit re: enforcing foreign judgment,1
5758,editing compendium re: disqualifying expert,1
5759,drafting compendium re: disqualifying expert,1
5760,proofing affidavit re: summary judgment,0
5761,attending to book of authority re: refusals,0
5762,drafting memorandum re: disqualifying expert,1
5763,editing notice of motion re: refusals,1
5764,revising memorandum re: motion to strike,1
5765,attending to memo re: enforcing foreign judgment,0
5766,proofing memorandum re: motion to strike,0
5767,preparing affidavit re: refusals,0
5768,reviewing memo re: refusals,0
5769,reviewing memo re: summary judgment,0
5770,finalizing notice of motion re: summary judgment,0
5771,analyzing order re: enforcing foreign judgment,0
5772,drafting notice of motion re: injunction,1
5773,analyzing motion record re: motion to strike,0
5774,editing memorandum re: motion to strike,1
5775,revising memo re: disqualifying expert,1
5776,writing book of authority re: enforcing foreign judgment,1
5777,reviewing memorandum re: injunction,0
5778,writing analysis re: motion to strike,1
5779,proofing order re: motion to strike,0
5780,drafting factum re: refusals,1
5781,researching analysis re: enforcing foreign judgment,0
5782,briefing notice of motion re: motion to strike,1
5783,finalizing notice of motion re: enforcing foreign judgment,0
5784,proofing motion record re: disqualifying expert,0
5785,editing notice of motion re: summary judgment,1
5786,editing factum re: injunction,1
5787,preparing notice of motion re: enforcing foreign judgment,0
5788,finalizing order re: summary judgment,0
5789,reviewing compendium re: motion to strike,0
5790,revising affidavit re: disqualifying expert,1
5791,drafting affidavit re: disqualifying expert,1
5792,proofing memo re: injunction,0
5793,analyzing compendium re: disqualifying expert,0
5794,reviewing book of authority re: injunction,0
5795,finalizing book of authority re: summary judgment,0
5796,reviewing factum re: motion to strike,0
5797,preparing notice of motion re: disqualifying expert,0
5798,writing analysis re: motion to strike,1
5799,attending to order re: disqualifying expert,0
5800,revising order re: refusals,1
5801,finalizing motion record re: disqualifying expert,0
5802,preparing affidavit re: refusals,0
5803,researching compendium re: disqualifying expert,0
5804,editing order re: summary judgment,1
5805,revising motion record re: disqualifying expert,1
5806,finalizing compendium re: enforcing foreign judgment,0
5807,finalizing factum re: refusals,0
5808,drafting notice of motion re: injunction,1
5809,finalizing factum re: motion to strike,0
5810,researching memorandum re: motion to strike,0
5811,proofing affidavit re: refusals,0
5812,reviewing memorandum re: motion to strike,0
5813,editing motion record re: disqualifying expert,1
5814,reviewing factum re: disqualifying expert,0
5815,reviewing memorandum re: summary judgment,0
5816,revising memo re: injunction,1
5817,drafting affidavit re: disqualifying expert,1
5818,attending to compendium re: enforcing foreign judgment,0
5819,reviewing analysis re: enforcing foreign judgment,0
5820,attending to affidavit re: summary judgment,0
5821,drafting notice of motion re: injunction,1
5822,revising analysis re: injunction,1
5823,reviewing order re: disqualifying expert,0
5824,reviewing memorandum re: enforcing foreign judgment,0
5825,revising affidavit re: motion to strike,1
5826,attending to memo re: refusals,0
5827,writing book of authority re: motion to strike,1
5828,drafting affidavit re: refusals,1
5829,writing book of authority re: summary judgment,1
5830,finalizing memo re: disqualifying expert,0
5831,finalizing memorandum re: disqualifying expert,0
5832,attending to order re: disqualifying expert,0
5833,analyzing motion record re: injunction,0
5834,briefing order re: enforcing foreign judgment,1
5835,analyzing motion record re: injunction,0
5836,analyzing memo re: injunction,0
5837,analyzing book of authority re: disqualifying expert,0
5838,preparing memo re: injunction,0
5839,revising order re: refusals,1
5840,preparing order re: summary judgment,0
5841,proofing affidavit re: disqualifying expert,0
5842,revising memorandum re: injunction,1
5843,briefing memo re: enforcing foreign judgment,1
5844,proofing analysis re: injunction,0
5845,briefing order re: refusals,1
5846,researching book of authority re: summary judgment,0
5847,researching analysis re: injunction,0
5848,analyzing analysis re: injunction,0
5849,researching order re: refusals,0
5850,finalizing factum re: injunction,0
5851,preparing motion record re: injunction,0
5852,editing book of authority re: disqualifying expert,1
5853,editing notice of motion re: injunction,1
5854,attending to factum re: refusals,0
5855,proofing notice of motion re: injunction,0
5856,finalizing compendium re: injunction,0
5857,drafting notice of motion re: refusals,1
5858,briefing order re: injunction,1
5859,analyzing memo re: summary judgment,0
5860,revising analysis re: disqualifying expert,1
5861,editing order re: refusals,1
5862,proofing factum re: refusals,0
5863,analyzing affidavit re: refusals,0
5864,reviewing memorandum re: refusals,0
5865,reviewing order re: refusals,0
5866,briefing analysis re: motion to strike,1
5867,finalizing factum re: summary judgment,0
5868,preparing analysis re: motion to strike,0
5869,reviewing factum re: refusals,0
5870,analyzing memo re: enforcing foreign judgment,0
5871,revising compendium re: refusals,1
5872,writing analysis re: injunction,1
5873,reviewing compendium re: refusals,0
5874,proofing book of authority re: disqualifying expert,0
5875,proofing motion record re: motion to strike,0
5876,drafting order re: enforcing foreign judgment,1
5877,proofing book of authority re: motion to strike,0
5878,proofing book of authority re: refusals,0
5879,reviewing analysis re: refusals,0
5880,writing notice of motion re: refusals,1
5881,analyzing notice of motion re: motion to strike,0
5882,analyzing motion record re: disqualifying expert,0
5883,finalizing factum re: disqualifying expert,0
5884,editing analysis re: enforcing foreign judgment,1
5885,preparing memo re: summary judgment,0
5886,writing motion record re: injunction,1
5887,editing memorandum re: disqualifying expert,1
5888,attending to memorandum re: enforcing foreign judgment,0
5889,revising compendium re: injunction,1
5890,analyzing factum re: motion to strike,0
5891,writing analysis re: injunction,1
5892,revising order re: enforcing foreign judgment,1
5893,writing compendium re: refusals,1
5894,editing notice of motion re: injunction,1
5895,briefing analysis re: motion to strike,1
5896,writing analysis re: disqualifying expert,1
5897,revising order re: injunction,1
5898,researching memo re: summary judgment,0
5899,proofing analysis re: refusals,0
5900,drafting motion record re: disqualifying expert,1
5901,preparing book of authority re: disqualifying expert,0
5902,proofing motion record re: enforcing foreign judgment,0
5903,proofing book of authority re: motion to strike,0
5904,preparing order re: summary judgment,0
5905,researching compendium re: summary judgment,0
5906,editing compendium re: enforcing foreign judgment,1
5907,editing notice of motion re: enforcing foreign judgment,1
5908,briefing compendium re: disqualifying expert,1
5909,attending to memo re: motion to strike,0
5910,revising book of authority re: enforcing foreign judgment,1
5911,briefing analysis re: disqualifying expert,1
5912,briefing analysis re: motion to strike,1
5913,drafting compendium re: disqualifying expert,1
5914,attending to compendium re: motion to strike,0
5915,attending to memorandum re: motion to strike,0
5916,drafting affidavit re: motion to strike,1
5917,editing memorandum re: refusals,1
5918,attending to book of authority re: refusals,0
5919,preparing factum re: motion to strike,0
5920,researching compendium re: motion to strike,0
5921,revising book of authority re: refusals,1
5922,reviewing compendium re: refusals,0
5923,drafting affidavit re: motion to strike,1
5924,drafting affidavit re: summary judgment,1
5925,editing factum re: enforcing foreign judgment,1
5926,preparing memo re: injunction,0
5927,reviewing book of authority re: disqualifying expert,0
5928,drafting order re: motion to strike,1
5929,editing affidavit re: motion to strike,1
5930,attending to order re: summary judgment,0
5931,researching book of authority re: refusals,0
5932,editing order re: summary judgment,1
5933,writing compendium re: summary judgment,1
5934,writing compendium re: summary judgment,1
5935,preparing affidavit re: refusals,0
5936,revising compendium re: refusals,1
5937,briefing affidavit re: disqualifying expert,1
5938,attending to order re: enforcing foreign judgment,0
5939,proofing factum re: disqualifying expert,0
5940,attending to memorandum re: enforcing foreign judgment,0
5941,analyzing affidavit re: motion to strike,0
5942,researching notice of motion re: injunction,0
5943,proofing memorandum re: injunction,0
5944,revising motion record re: summary judgment,1
5945,proofing factum re: motion to strike,0
5946,preparing analysis re: summary judgment,0
5947,editing analysis re: summary judgment,1
5948,writing analysis re: summary judgment,1
5949,attending to memo re: disqualifying expert,0
5950,briefing motion record re: refusals,1
5951,analyzing memo re: injunction,0
5952,briefing affidavit re: injunction,1
5953,revising memo re: motion to strike,1
5954,briefing memo re: motion to strike,1
5955,briefing book of authority re: refusals,1
5956,revising affidavit re: refusals,1
5957,analyzing affidavit re: injunction,0
5958,drafting order re: enforcing foreign judgment,1
5959,researching motion record re: injunction,0
5960,proofing factum re: injunction,0
5961,attending to factum re: refusals,0
5962,briefing affidavit re: injunction,1
5963,writing motion record re: summary judgment,1
5964,attending to affidavit re: motion to strike,0
5965,editing memorandum re: injunction,1
5966,drafting analysis re: injunction,1
5967,preparing memorandum re: motion to strike,0
5968,editing compendium re: disqualifying expert,1
5969,preparing notice of motion re: injunction,0
5970,preparing factum re: injunction,0
5971,revising book of authority re: disqualifying expert,1
5972,writing motion record re: enforcing foreign judgment,1
5973,proofing motion record re: injunction,0
5974,researching affidavit re: enforcing foreign judgment,0
5975,editing compendium re: disqualifying expert,1
5976,briefing memo re: enforcing foreign judgment,1
5977,proofing factum re: summary judgment,0
5978,analyzing book of authority re: injunction,0
5979,reviewing notice of motion re: motion to strike,0
5980,analyzing factum re: summary judgment,0
5981,writing motion record re: summary judgment,1
5982,analyzing book of authority re: summary judgment,0
5983,analyzing memo re: motion to strike,0
5984,reviewing notice of motion re: motion to strike,0
5985,briefing analysis re: injunction,1
5986,proofing motion record re: enforcing foreign judgment,0
5987,researching motion record re: summary judgment,0
5988,proofing factum re: enforcing foreign judgment,0
5989,drafting affidavit re: refusals,1
5990,proofing compendium re: motion to strike,0
5991,preparing memorandum re: motion to strike,0
5992,preparing book of authority re: refusals,0
5993,proofing analysis re: injunction,0
5994,briefing compendium re: enforcing foreign judgment,1
5995,analyzing motion record re: injunction,0
5996,preparing factum re: injunction,0
5997,analyzing memorandum re: disqualifying expert,0
5998,reviewing analysis re: summary judgment,0
5999,proofing memorandum re: motion to strike,0
6000,researching memorandum re: refusals,0
6001,drafting notice of motion re: enforcing foreign judgment,1
6002,attending to book of authority re: injunction,0
6003,researching order re: disqualifying expert,0
6004,researching compendium re: summary judgment,0
6005,attending to memo re: injunction,0
6006,proofing compendium re: refusals,0
6007,briefing book of authority re: enforcing foreign judgment,1
6008,revising compendium re: disqualifying expert,1
6009,briefing motion record re: motion to strike,1
6010,reviewing memorandum re: injunction,0
6011,analyzing compendium re: injunction,0
6012,briefing analysis re: motion to strike,1
6013,researching book of authority re: disqualifying expert,0
6014,writing notice of motion re: motion to strike,1
6015,revising memorandum re: refusals,1
6016,finalizing affidavit re: refusals,0
6017,preparing analysis re: enforcing foreign judgment,0
6018,attending to book of authority re: motion to strike,0
6019,drafting affidavit re: enforcing foreign judgment,1
6020,preparing analysis re: motion to strike,0
6021,preparing analysis re: disqualifying expert,0
6022,reviewing memo re: summary judgment,0
6023,researching order re: summary judgment,0
6024,attending to analysis re: injunction,0
6025,reviewing order re: motion to strike,0
6026,analyzing factum re: disqualifying expert,0
6027,revising book of authority re: disqualifying expert,1
6028,drafting analysis re: refusals,1
6029,preparing affidavit re: motion to strike,0
6030,reviewing book of authority re: enforcing foreign judgment,0
6031,editing notice of motion re: enforcing foreign judgment,1
6032,editing compendium re: enforcing foreign judgment,1
6033,proofing compendium re: summary judgment,0
6034,editing memo re: injunction,1
6035,preparing notice of motion re: summary judgment,0
6036,analyzing memorandum re: summary judgment,0
6037,preparing affidavit re: injunction,0
6038,revising motion record re: disqualifying expert,1
6039,writing memorandum re: refusals,1
6040,preparing order re: refusals,0
6041,preparing notice of motion re: enforcing foreign judgment,0
6042,preparing memorandum re: motion to strike,0
6043,preparing notice of motion re: refusals,0
6044,reviewing order re: summary judgment,0
6045,preparing analysis re: summary judgment,0
6046,analyzing notice of motion re: disqualifying expert,0
6047,proofing notice of motion re: injunction,0
6048,drafting compendium re: injunction,1
6049,attending to book of authority re: summary judgment,0
6050,drafting notice of motion re: motion to strike,1
6051,writing notice of motion re: refusals,1
6052,briefing book of authority re: summary judgment,1
6053,finalizing memo re: enforcing foreign judgment,0
6054,proofing order re: disqualifying expert,0
6055,finalizing memo re: disqualifying expert,0
6056,editing affidavit re: enforcing foreign judgment,1
6057,proofing affidavit re: summary judgment,0
6058,preparing notice of motion re: disqualifying expert,0
6059,editing affidavit re: refusals,1
6060,drafting motion record re: summary judgment,1
6061,finalizing order re: motion to strike,0
6062,analyzing order re: motion to strike,0
6063,researching memo re: injunction,0
6064,reviewing compendium re: refusals,0
6065,drafting compendium re: injunction,1
6066,researching analysis re: summary judgment,0
6067,finalizing motion record re: injunction,0
6068,preparing affidavit re: disqualifying expert,0
6069,briefing compendium re: disqualifying expert,1
6070,analyzing memorandum re: refusals,0
6071,attending to memorandum re: disqualifying expert,0
6072,proofing memo re: disqualifying expert,0
6073,preparing factum re: refusals,0
6074,reviewing compendium re: injunction,0
6075,attending to notice of motion re: refusals,0
6076,revising affidavit re: enforcing foreign judgment,1
6077,editing memo re: enforcing foreign judgment,1
6078,analyzing order re: motion to strike,0
6079,researching analysis re: summary judgment,0
6080,writing memo re: summary judgment,1
6081,preparing affidavit re: refusals,0
6082,researching affidavit re: summary judgment,0
6083,writing compendium re: summary judgment,1
6084,reviewing factum re: motion to strike,0
6085,drafting memorandum re: summary judgment,1
6086,finalizing memorandum re: refusals,0
6087,finalizing compendium re: refusals,0
6088,drafting memo re: injunction,1
6089,revising memo re: motion to strike,1
6090,researching order re: summary judgment,0
6091,proofing analysis re: summary judgment,0
6092,attending to book of authority re: enforcing foreign judgment,0
6093,preparing memo re: refusals,0
6094,finalizing motion record re: disqualifying expert,0
6095,editing memorandum re: injunction,1
6096,editing memo re: injunction,1
6097,editing memorandum re: refusals,1
6098,preparing compendium re: refusals,0
6099,proofing compendium re: injunction,0
6100,drafting affidavit re: summary judgment,1
6101,briefing book of authority re: motion to strike,1
6102,researching memo re: motion to strike,0
6103,researching analysis re: disqualifying expert,0
6104,briefing order re: injunction,1
6105,writing order re: summary judgment,1
6106,revising order re: summary judgment,1
6107,attending to motion record re: injunction,0
6108,writing affidavit re: refusals,1
6109,attending to motion record re: disqualifying expert,0
6110,proofing notice of motion re: motion to strike,0
6111,drafting affidavit re: disqualifying expert,1
6112,revising motion record re: refusals,1
6113,briefing order re: refusals,1
6114,reviewing order re: disqualifying expert,0
6115,preparing analysis re: summary judgment,0
6116,attending to order re: disqualifying expert,0
6117,researching book of authority re: enforcing foreign judgment,0
6118,reviewing memo re: enforcing foreign judgment,0
6119,reviewing notice of motion re: disqualifying expert,0
6120,proofing notice of motion re: motion to strike,0
6121,proofing analysis re: disqualifying expert,0
6122,analyzing order re: injunction,0
6123,reviewing factum re: injunction,0
6124,attending to compendium re: summary judgment,0
6125,reviewing analysis re: enforcing foreign judgment,0
6126,reviewing analysis re: refusals,0
6127,proofing memo re: disqualifying expert,0
6128,preparing compendium re: summary judgment,0
6129,editing compendium re: motion to strike,1
6130,drafting memorandum re: summary judgment,1
6131,finalizing affidavit re: refusals,0
6132,attending to analysis re: refusals,0
6133,revising order re: motion to strike,1
6134,analyzing factum re: motion to strike,0
6135,drafting affidavit re: summary judgment,1
6136,briefing memo re: refusals,1
6137,drafting compendium re: summary judgment,1
6138,finalizing memo re: summary judgment,0
6139,analyzing memorandum re: refusals,0
6140,briefing notice of motion re: summary judgment,1
6141,editing compendium re: enforcing foreign judgment,1
6142,finalizing affidavit re: summary judgment,0
6143,writing order re: disqualifying expert,1
6144,editing analysis re: motion to strike,1
6145,analyzing memorandum re: motion to strike,0
6146,attending to notice of motion re: refusals,0
6147,researching factum re: enforcing foreign judgment,0
6148,writing factum re: refusals,1
6149,editing memo re: injunction,1
6150,drafting notice of motion re: disqualifying expert,1
6151,preparing analysis re: enforcing foreign judgment,0
6152,proofing affidavit re: injunction,0
6153,proofing book of authority re: disqualifying expert,0
6154,drafting compendium re: summary judgment,1
6155,revising book of authority re: refusals,1
6156,editing book of authority re: refusals,1
6157,editing memorandum re: disqualifying expert,1
6158,analyzing affidavit re: summary judgment,0
6159,editing factum re: motion to strike,1
6160,preparing affidavit re: refusals,0
6161,preparing memorandum re: summary judgment,0
6162,revising book of authority re: motion to strike,1
6163,attending to notice of motion re: enforcing foreign judgment,0
6164,drafting factum re: enforcing foreign judgment,1
6165,researching factum re: motion to strike,0
6166,proofing compendium re: injunction,0
6167,reviewing order re: enforcing foreign judgment,0
6168,editing motion record re: enforcing foreign judgment,1
6169,reviewing book of authority re: motion to strike,0
6170,researching analysis re: disqualifying expert,0
6171,attending to memo re: disqualifying expert,0
6172,preparing analysis re: refusals,0
6173,finalizing factum re: enforcing foreign judgment,0
6174,researching analysis re: enforcing foreign judgment,0
6175,revising motion record re: motion to strike,1
6176,proofing analysis re: motion to strike,0
6177,writing analysis re: refusals,1
6178,finalizing memo re: disqualifying expert,0
6179,briefing book of authority re: refusals,1
6180,writing book of authority re: refusals,1
6181,preparing motion record re: disqualifying expert,0
6182,researching memo re: summary judgment,0
6183,reviewing book of authority re: motion to strike,0
6184,briefing memo re: injunction,1
6185,briefing book of authority re: motion to strike,1
6186,attending to motion record re: motion to strike,0
6187,editing factum re: enforcing foreign judgment,1
6188,proofing analysis re: refusals,0
6189,attending to memo re: injunction,0
6190,writing order re: enforcing foreign judgment,1
6191,writing memorandum re: motion to strike,1
6192,researching memo re: enforcing foreign judgment,0
6193,writing notice of motion re: injunction,1
